gene;2h;6h;16h;24h;48h;72h;;;;;;;;;
DKFZP564M082;79,47;106,48;96,62;87,68;68,54;61,43;;;;;;;;;
I_959055;103,55;148,55;157,05;173,54;118,12;130,49;;;;;;;;;
DDX26;53,40;49,80;59,51;114,09;117,83;80,46;;;;;;;;;
FLJ11159;82,26;197,93;123,78;157,10;141,66;111,72;;;;;;;;;
NSBP1;81,50;138,51;121,03;172,22;105,38;86,89;;;;;;;;;
FLJ21439;83,66;65,89;35,76;71,52;86,74;84,52;;;;;;;;;
AMACR;100,72;341,35;292,78;247,56;137,62;165,07;;;;;;;;;
SDR1;108,21;85,86;103,13;139,83;122,17;126,87;;;;;;;;;
CRI1;59,24;97,41;99,81;166,63;143,65;100,57;;;;;;;;;
SOX9;182,68;83,59;66,18;105,20;207,47;156,29;;;;;;;;;
CHN1;111,08;114,46;75,72;70,67;89,11;75,08;;;;;;;;;
NASP;67,08;77,15;39,68;67,74;52,74;42,14;;;;;;;;;
GPT;140,81;123,44;114,24;81,73;92,54;90,32;;;;;;;;;
RAD54B;39,63;42,20;39,19;70,37;54,55;30,41;;;;;;;;;
TM9SF2;85,29;76,03;63,63;89,56;115,32;100,40;;;;;;;;;
MDS009;78,08;80,93;71,15;133,37;135,85;148,10;;;;;;;;;
USP8;74,94;51,60;51,59;98,57;108,66;79,31;;;;;;;;;
HLA-DRA;97,01;166,42;154,31;113,14;90,18;121,57;;;;;;;;;
E2F6;58,84;127,52;115,45;137,03;105,17;91,31;;;;;;;;;
TFB2M;83,95;191,18;103,72;118,34;100,70;76,58;;;;;;;;;
KNTC1;59,29;70,81;43,10;63,56;48,46;43,71;;;;;;;;;
GUCA2B;53,19;111,87;174,45;68,50;110,10;171,31;;;;;;;;;
DDX18;80,07;78,77;53,70;110,99;107,64;80,10;;;;;;;;;
MGC11134;106,83;78,51;74,13;85,80;114,80;112,18;;;;;;;;;
CFLAR;83,75;40,14;58,84;94,65;92,32;81,91;;;;;;;;;
GTF2B;68,86;193,33;140,71;194,74;120,69;110,85;;;;;;;;;
DPM3;93,35;147,17;151,68;154,82;143,81;205,68;;;;;;;;;
POLR2H;59,30;102,12;89,24;114,24;82,93;76,78;;;;;;;;;
PCOLCE;115,42;102,19;107,87;109,04;73,02;65,20;;;;;;;;;
FABP5;108,71;191,74;126,24;72,90;102,10;100,86;;;;;;;;;
MRS2L;66,03;92,07;80,23;148,23;122,46;100,30;;;;;;;;;
PTS;59,46;138,01;65,61;105,10;99,98;75,84;;;;;;;;;
CCNA2;68,11;48,02;38,84;47,20;27,43;16,81;;;;;;;;;
HspB9;107,01;101,51;132,57;157,31;98,31;132,72;;;;;;;;;
RPL15;83,62;177,14;135,53;131,47;107,81;68,53;;;;;;;;;
DPM1;53,83;94,11;56,82;102,64;86,91;68,08;;;;;;;;;
CANX;110,99;94,78;131,53;127,95;115,40;83,54;;;;;;;;;
I_932174;81,69;200,53;203,84;188,14;154,86;111,14;;;;;;;;;
MSX1;147,02;309,93;156,20;219,46;95,51;132,55;;;;;;;;;
I_935686;112,41;84,01;70,53;55,88;43,01;43,96;;;;;;;;;
STX5A;138,17;56,62;115,68;151,43;159,06;134,06;;;;;;;;;
ZFP36L2;263,85;278,57;147,98;105,85;144,02;88,34;;;;;;;;;
LOC51323;117,17;70,49;45,56;84,81;96,81;81,56;;;;;;;;;
I_1151828;89,11;161,37;183,95;119,01;109,29;78,75;;;;;;;;;
I_1000521;113,46;53,33;58,03;68,63;80,32;68,72;;;;;;;;;
I_928947;74,98;82,36;74,22;55,17;69,07;50,49;;;;;;;;;
RAP140;85,48;37,87;31,11;49,14;40,94;32,15;;;;;;;;;
CDC5L;72,36;76,82;82,72;130,00;102,30;79,19;;;;;;;;;
HNRPA3;105,57;90,75;54,38;57,91;97,76;75,74;;;;;;;;;
I_1151993;124,43;32,52;41,02;59,32;88,70;59,83;;;;;;;;;
AF1Q;97,95;138,54;113,54;177,87;116,59;81,36;;;;;;;;;
B4GALT6;95,05;112,72;83,66;52,88;69,46;75,09;;;;;;;;;
PRSS2;96,02;102,87;95,03;88,90;121,75;173,07;;;;;;;;;
TOP1;113,15;42,03;48,17;78,22;97,47;69,55;;;;;;;;;
MGC5254;51,55;42,32;32,29;76,52;54,69;23,93;;;;;;;;;
DGKD;104,22;55,16;57,19;105,61;110,32;92,30;;;;;;;;;
PRKDC;120,47;79,75;48,04;32,27;46,40;33,20;;;;;;;;;
DRPLA;205,84;85,21;120,65;140,19;138,37;113,78;;;;;;;;;
FLJ12644;68,44;54,72;79,65;37,52;81,98;124,41;;;;;;;;;
I_966001;80,18;94,55;106,34;144,21;83,02;71,91;;;;;;;;;
MGC12928;85,96;264,10;150,36;119,41;99,95;96,21;;;;;;;;;
NEUROG3;166,09;124,73;198,81;111,37;106,79;145,44;;;;;;;;;
HERC2;125,17;61,54;31,39;56,30;60,65;51,45;;;;;;;;;
FLJ20502;54,68;116,03;80,25;127,20;107,03;71,62;;;;;;;;;
EXO1;80,35;106,93;88,55;95,93;66,01;53,55;;;;;;;;;
CDKN2D;45,10;44,92;44,21;65,08;42,59;26,68;;;;;;;;;
MKI67IP;66,32;171,53;93,12;103,35;113,94;79,30;;;;;;;;;
LOC51290;66,72;90,25;51,64;76,65;60,32;48,62;;;;;;;;;
PRKAR1A;75,59;102,64;87,59;169,81;149,84;97,07;;;;;;;;;
AP2A2;146,62;100,07;72,13;90,68;115,98;146,56;;;;;;;;;
PPIC;97,91;101,48;84,52;143,23;212,12;183,86;;;;;;;;;
FLJ22170;146,25;118,87;136,89;270,70;185,73;223,00;;;;;;;;;
ATIC;178,19;125,13;84,56;90,84;132,57;132,90;;;;;;;;;
I_929281;106,70;88,01;48,73;57,77;63,28;52,62;;;;;;;;;
MDS003;102,64;74,18;60,20;86,12;70,32;64,22;;;;;;;;;
PSMC4;105,88;120,28;128,98;165,31;127,92;117,79;;;;;;;;;
I_966275;72,77;93,09;83,67;170,76;194,81;184,21;;;;;;;;;
BRD7;87,23;84,95;40,23;66,06;65,59;58,34;;;;;;;;;
ARPC3;65,31;98,23;72,00;104,24;88,82;91,24;;;;;;;;;
ESM1;78,55;182,91;126,49;85,64;137,91;80,59;;;;;;;;;
FLJ22116;60,01;58,50;52,42;97,23;91,41;68,07;;;;;;;;;
I_962841;113,02;101,92;104,21;93,18;95,50;104,21;;;;;;;;;
FLJ10637;75,92;73,06;55,70;104,06;95,83;99,27;;;;;;;;;
FLJ14751;90,00;64,95;62,60;127,95;98,07;66,72;;;;;;;;;
AD24;70,16;46,86;48,46;100,72;98,94;72,26;;;;;;;;;
MGC15737;80,61;103,88;106,82;164,86;138,63;100,96;;;;;;;;;
HSPC028;127,99;101,45;60,65;95,29;150,41;125,71;;;;;;;;;
I_929363;91,93;88,31;45,85;58,27;81,34;74,29;;;;;;;;;
RPA1;88,51;81,73;53,71;103,87;80,27;54,83;;;;;;;;;
FLJ20232;137,96;151,21;207,17;151,51;191,02;143,44;;;;;;;;;
EPS8;83,74;57,03;42,43;56,07;58,98;56,27;;;;;;;;;
CDW92;77,37;61,07;28,26;64,13;76,95;51,56;;;;;;;;;
SATB1;88,18;63,49;86,61;131,41;106,20;95,97;;;;;;;;;
HSPC039;64,81;98,12;52,83;93,08;58,46;41,37;;;;;;;;;
I_962356;81,70;79,46;78,20;134,28;127,94;105,46;;;;;;;;;
GNB1;108,08;83,59;55,94;43,99;51,05;56,79;;;;;;;;;
HSU79266;152,44;148,36;230,10;93,79;145,15;182,23;;;;;;;;;
I_930329;80,68;117,61;109,00;115,93;88,87;92,66;;;;;;;;;
I_932262;131,60;117,44;118,25;116,40;144,35;173,85;;;;;;;;;
LZK1;44,94;85,43;84,80;110,40;94,81;73,95;;;;;;;;;
NDP52;93,75;74,30;71,21;136,73;132,05;91,16;;;;;;;;;
APPBP1;70,85;123,09;59,03;122,33;104,33;87,73;;;;;;;;;
GTF2E2;90,63;51,44;43,46;81,91;77,76;55,15;;;;;;;;;
CPS1;94,94;92,43;88,23;60,45;76,08;56,00;;;;;;;;;
USP13;130,21;76,74;49,87;61,01;60,17;61,96;;;;;;;;;
ELP2;113,16;82,93;66,90;112,26;97,16;101,93;;;;;;;;;
MGC5302;65,99;84,41;84,35;136,08;129,54;84,87;;;;;;;;;
NAG;124,04;70,12;47,14;46,59;48,60;45,44;;;;;;;;;
MBD4;76,74;199,13;129,90;179,15;110,32;113,12;;;;;;;;;
FLJ12998;93,52;103,46;122,46;155,27;149,64;113,87;;;;;;;;;
STIM1;141,79;104,28;90,19;70,05;71,44;66,24;;;;;;;;;
MGC15523;78,10;55,03;58,43;115,26;95,46;82,74;;;;;;;;;
AMPD2;115,28;100,32;111,22;152,34;155,06;130,83;;;;;;;;;
FLJ14431;73,83;87,20;70,54;120,41;114,92;103,07;;;;;;;;;
SLC24A1;117,03;81,84;77,24;164,53;128,12;104,89;;;;;;;;;
UBE4A;111,97;106,76;88,33;155,74;140,43;106,79;;;;;;;;;
EIF4E;71,48;44,94;31,83;68,47;79,48;51,44;;;;;;;;;
RB1;63,25;39,64;15,46;44,00;56,76;28,53;;;;;;;;;
I_1000087;56,54;98,96;72,66;132,21;101,84;108,09;;;;;;;;;
FUBP1;103,24;63,65;60,50;86,99;76,47;48,55;;;;;;;;;
I_928699;109,45;75,76;53,40;76,88;98,65;77,96;;;;;;;;;
CEBPD;99,90;174,74;158,55;232,84;130,92;129,46;;;;;;;;;
FLJ14813;87,31;111,42;86,71;91,83;66,11;44,15;;;;;;;;;
I_1109937;88,00;21,04;28,34;37,25;47,49;32,23;;;;;;;;;
RNF26;126,25;81,51;113,50;78,78;70,11;63,17;;;;;;;;;
ICB-1;125,82;155,46;175,28;124,17;87,05;97,06;;;;;;;;;
COP_2;99,71;125,99;91,94;146,21;162,85;244,55;;;;;;;;;
FLJ10120;79,02;59,43;86,76;127,55;85,47;100,53;;;;;;;;;
ZNF337;81,35;98,49;107,73;142,04;134,82;90,57;;;;;;;;;
MGC11271;109,21;98,42;98,97;142,91;126,88;88,08;;;;;;;;;
C1orf9;66,33;66,13;55,52;101,96;72,88;44,08;;;;;;;;;
CALM1;65,33;73,37;33,77;63,06;79,68;67,60;;;;;;;;;
GBP1;105,32;196,97;100,04;169,05;103,96;112,63;;;;;;;;;
FZD6;79,14;110,33;87,67;102,93;135,20;110,78;;;;;;;;;
ZNF183;110,33;238,41;192,43;176,05;149,46;142,83;;;;;;;;;
DTYMK;92,25;119,63;73,43;52,20;43,11;34,75;;;;;;;;;
PRKCBP1;101,42;35,38;56,16;79,10;70,74;70,58;;;;;;;;;
ADRM1;148,52;135,97;171,30;161,53;121,31;107,05;;;;;;;;;
PTDSS1;116,36;85,30;54,87;78,89;74,01;50,82;;;;;;;;;
PUS1;92,00;192,66;112,31;102,70;109,49;68,02;;;;;;;;;
FLJ23548;56,82;22,17;34,05;45,85;64,35;39,63;;;;;;;;;
RNF6;69,28;139,41;152,86;189,32;116,15;86,85;;;;;;;;;
HSPC129;55,75;25,84;38,28;70,57;62,17;40,79;;;;;;;;;
DUSP10;74,66;108,62;104,00;105,72;128,09;118,69;;;;;;;;;
GABARAPL1;109,89;123,85;127,98;262,31;104,28;127,19;;;;;;;;;
HTLF;53,66;104,00;160,59;67,50;105,75;161,14;;;;;;;;;
LOC51074;61,73;98,78;48,95;65,15;72,06;42,53;;;;;;;;;
HSPC192;134,99;103,13;64,66;70,01;100,88;79,80;;;;;;;;;
I_1109327;89,09;70,93;47,19;91,70;92,43;87,90;;;;;;;;;
EFG1;91,64;68,69;50,88;82,02;77,18;56,25;;;;;;;;;
DKFZp762K2015;65,71;48,34;63,03;102,98;88,83;69,30;;;;;;;;;
GLA;94,47;115,77;122,05;157,00;122,19;113,78;;;;;;;;;
I_960815;58,45;71,86;44,72;108,06;84,53;81,47;;;;;;;;;
PARG;74,97;32,65;48,43;92,95;89,28;69,29;;;;;;;;;
I_957250;68,32;78,82;86,49;51,76;84,49;84,57;;;;;;;;;
FLJ11159;82,23;210,20;146,94;146,32;130,00;121,73;;;;;;;;;
CIS4;44,26;65,15;53,45;96,08;109,05;85,26;;;;;;;;;
DNAJL1;94,85;73,58;50,24;61,38;63,75;45,58;;;;;;;;;
H2AV;99,60;111,14;77,38;84,41;76,01;67,98;;;;;;;;;
SOCS5;81,96;86,48;105,38;75,11;95,26;108,57;;;;;;;;;
GS3786;104,77;117,63;82,90;74,67;90,60;89,14;;;;;;;;;
EPRS;134,00;99,85;81,55;98,68;121,78;127,29;;;;;;;;;
FLJ22875;57,97;131,37;80,83;136,54;126,05;93,71;;;;;;;;;
I_1151935;94,57;115,02;143,49;166,97;104,38;120,06;;;;;;;;;
ACVR1;96,65;41,36;35,13;55,51;55,84;29,28;;;;;;;;;
MCAM;120,82;121,52;150,89;203,24;140,07;143,98;;;;;;;;;
SSB;74,72;169,26;95,58;148,11;130,29;88,65;;;;;;;;;
KLHL2;75,51;64,62;39,77;94,35;78,07;59,79;;;;;;;;;
FLJ20641;55,75;64,07;31,33;31,02;41,69;15,92;;;;;;;;;
LOC57149;85,83;127,54;85,31;66,63;61,97;55,11;;;;;;;;;
MID1;64,50;14,39;19,35;26,75;34,00;19,82;;;;;;;;;
HPRT1;60,47;81,21;44,62;41,27;54,06;38,84;;;;;;;;;
I_1000087;56,10;102,76;80,46;131,33;97,10;91,09;;;;;;;;;
ATP1B1;90,26;123,37;99,30;204,58;157,94;111,89;;;;;;;;;
WSB1;39,57;60,30;58,47;94,36;64,83;52,66;;;;;;;;;
MVP;120,88;84,89;102,21;96,30;143,40;131,25;;;;;;;;;
FLJ20641;57,84;66,71;32,11;33,06;39,19;18,51;;;;;;;;;
FLJ11046;54,61;36,18;43,50;90,54;93,10;77,22;;;;;;;;;
USP11;182,38;141,10;177,54;177,57;192,05;216,31;;;;;;;;;
I_962046;71,64;117,83;119,71;135,76;75,22;87,18;;;;;;;;;
GLRX2;110,17;176,03;138,89;150,72;120,04;120,30;;;;;;;;;
HLA-A;69,74;105,23;116,41;141,87;96,02;99,16;;;;;;;;;
COPA;142,08;90,01;91,76;86,15;127,33;131,37;;;;;;;;;
KRT15;108,99;99,13;88,30;91,11;146,14;156,38;;;;;;;;;
ITGA2;72,48;34,01;55,76;25,53;58,02;65,59;;;;;;;;;
PPP2R5A;82,17;61,01;56,93;135,46;133,23;106,84;;;;;;;;;
HNRPH3;69,39;62,76;32,42;61,05;95,34;67,11;;;;;;;;;
C20orf149;164,21;111,98;161,98;123,71;153,86;146,31;;;;;;;;;
I_1152100;112,25;152,81;176,15;182,28;217,72;204,93;;;;;;;;;
ADAMDEC1;49,20;108,58;172,17;67,73;101,44;164,96;;;;;;;;;
ATR;82,14;66,64;38,38;79,75;89,43;69,52;;;;;;;;;
NCOA1;95,67;37,06;35,59;58,57;64,92;43,32;;;;;;;;;
E2IG3;66,36;107,73;68,24;121,26;111,21;80,25;;;;;;;;;
PPM1D;60,99;186,77;195,79;290,71;186,27;221,62;;;;;;;;;
PPM1A;82,36;92,95;114,35;146,68;136,91;121,60;;;;;;;;;
P23;86,27;67,46;44,47;87,84;85,61;49,23;;;;;;;;;
H1F1;99,57;73,52;85,78;57,90;77,88;93,24;;;;;;;;;
MCLC;115,11;126,35;115,16;155,36;140,62;94,59;;;;;;;;;
ENO1B;135,12;65,73;86,64;41,02;33,61;60,91;;;;;;;;;
I_1152074;52,59;33,54;39,21;80,28;65,93;50,63;;;;;;;;;
I_958680;72,66;52,52;67,40;105,30;118,10;95,65;;;;;;;;;
NPL4;158,56;59,00;54,42;68,60;63,78;70,43;;;;;;;;;
PCMF;106,55;61,84;50,80;64,44;72,18;67,26;;;;;;;;;
MGC5302;65,74;93,08;83,90;137,79;121,38;92,05;;;;;;;;;
MTCH2;123,67;99,30;51,09;92,44;93,87;91,27;;;;;;;;;
JDP1;119,09;129,14;132,90;227,52;154,96;198,17;;;;;;;;;
I_1151792;124,58;143,39;188,89;183,56;158,04;190,45;;;;;;;;;
FLJ22116;60,05;58,97;58,61;94,95;86,14;67,92;;;;;;;;;
MRPS27;144,04;72,63;62,06;74,49;71,30;68,29;;;;;;;;;
LOC51303;85,47;110,64;107,90;127,45;92,32;75,94;;;;;;;;;
TBCC;113,85;248,68;195,08;132,44;112,93;115,79;;;;;;;;;
GLI3;83,96;25,23;37,59;42,63;67,43;47,33;;;;;;;;;
EHM2;76,49;47,00;50,02;81,46;89,93;69,60;;;;;;;;;
SS-56;119,10;182,95;243,30;195,16;140,13;106,59;;;;;;;;;
I_943874;120,11;162,85;171,34;179,48;256,31;213,09;;;;;;;;;
CHST1;83,29;80,98;87,81;68,17;76,81;92,09;;;;;;;;;
TREX1;112,43;148,85;143,35;173,11;103,13;122,87;;;;;;;;;
UBE2B;83,54;66,36;60,55;106,78;142,58;99,86;;;;;;;;;
C9orf10;103,33;91,71;64,11;51,25;58,10;62,87;;;;;;;;;
KIAA0010;107,83;72,53;42,26;59,91;57,41;56,79;;;;;;;;;
I_966001;83,31;104,74;115,60;144,78;68,09;88,88;;;;;;;;;
SDCCAG10;75,76;70,88;27,00;29,71;40,60;23,20;;;;;;;;;
I_965836;95,46;143,95;106,02;142,35;80,84;87,91;;;;;;;;;
FLJ10233;80,38;39,97;32,37;54,10;47,99;48,40;;;;;;;;;
GCN5L1;97,59;111,02;112,28;92,39;93,98;133,85;;;;;;;;;
NET-2;73,62;162,48;133,98;200,70;153,98;122,30;;;;;;;;;
ETAA16;39,93;83,12;52,02;103,31;74,81;47,25;;;;;;;;;
PREI3;50,23;71,93;57,03;103,80;69,05;66,81;;;;;;;;;
MGC5302;67,71;86,25;85,13;140,29;124,69;93,54;;;;;;;;;
LAMA4;70,58;78,56;78,05;57,44;72,73;59,38;;;;;;;;;
I_963203;112,59;81,63;69,86;80,69;110,71;107,81;;;;;;;;;
I_960768;62,44;118,94;116,67;123,91;86,78;89,12;;;;;;;;;
MGC1223;49,16;98,42;67,08;96,23;60,89;46,44;;;;;;;;;
CYLN2;222,83;73,26;75,21;76,60;94,93;117,03;;;;;;;;;
RAB10;78,16;62,28;31,26;68,02;98,47;75,44;;;;;;;;;
PSMB4;79,24;135,82;124,52;143,02;126,69;100,51;;;;;;;;;
TOPBP1;76,34;44,00;27,79;69,49;47,93;31,44;;;;;;;;;
FYCO1;130,81;61,76;72,95;125,60;128,85;124,98;;;;;;;;;
CIR;87,88;103,90;142,37;144,18;96,05;123,07;;;;;;;;;
PTTG3;81,43;110,99;84,08;57,96;70,46;43,59;;;;;;;;;
SMARCC2;134,01;78,99;65,69;102,58;115,72;115,28;;;;;;;;;
KIAA0433;69,25;79,69;37,15;83,60;93,17;55,39;;;;;;;;;
BOP1;207,88;154,87;146,15;110,59;128,49;169,01;;;;;;;;;
HCRTR1;114,53;101,02;98,36;69,28;92,54;90,60;;;;;;;;;
I_1152041;177,35;116,09;100,38;76,50;67,13;88,41;;;;;;;;;
RPL22;102,44;135,90;122,99;103,30;80,09;73,26;;;;;;;;;
LOC113675;132,47;115,08;110,47;140,56;174,82;185,90;;;;;;;;;
COL8A1;99,58;93,71;88,88;49,40;80,63;59,95;;;;;;;;;
FLJ22056;108,95;56,93;44,91;55,75;77,50;72,05;;;;;;;;;
TEB4;99,12;69,59;59,59;101,43;87,34;82,65;;;;;;;;;
H2AFY;86,21;75,10;45,02;64,38;72,18;59,93;;;;;;;;;
DKFZP566J091;119,16;187,94;107,82;136,12;136,90;112,77;;;;;;;;;
UBL1;58,93;98,90;65,48;101,33;72,15;58,77;;;;;;;;;
C2F;94,57;69,54;66,74;101,55;99,52;93,56;;;;;;;;;
BEX1;87,01;186,80;193,14;233,61;195,71;291,77;;;;;;;;;
SFRS9;74,87;74,67;42,94;76,00;75,86;49,72;;;;;;;;;
FLJ20432;72,12;204,81;139,55;141,39;132,63;102,26;;;;;;;;;
CLNS1A;85,19;94,04;54,95;117,40;113,66;78,62;;;;;;;;;
QARS;151,84;132,44;153,04;157,05;160,19;154,02;;;;;;;;;
PON2;57,17;126,95;91,35;131,07;121,19;97,62;;;;;;;;;
FLJ20641;54,18;60,97;33,66;34,31;39,14;15,88;;;;;;;;;
SNAPC2;137,78;116,47;147,49;97,15;98,91;86,95;;;;;;;;;
NLI-IF;115,33;76,86;85,38;131,88;98,27;105,47;;;;;;;;;
I_954747;90,39;124,34;121,14;171,91;182,29;168,37;;;;;;;;;
DPYSL4;71,71;74,33;95,72;100,87;81,13;69,99;;;;;;;;;
ARHG;142,77;108,38;163,61;129,84;137,05;121,13;;;;;;;;;
SGCE;53,87;81,24;53,29;63,11;56,01;43,56;;;;;;;;;
FLJ23311;48,93;137,89;81,78;113,89;97,22;41,90;;;;;;;;;
I_1000421;68,43;118,88;109,68;131,26;85,15;87,94;;;;;;;;;
ASPH;94,85;90,85;110,40;38,26;34,84;40,89;;;;;;;;;
MBD1;103,21;84,41;97,66;148,74;70,63;80,20;;;;;;;;;
AXOT;55,38;45,78;47,77;87,15;64,75;48,81;;;;;;;;;
my048;100,54;114,48;122,68;141,47;95,86;112,66;;;;;;;;;
ATP6V0A2;92,95;78,41;83,04;129,52;143,70;107,97;;;;;;;;;
LOC55831;134,23;134,96;141,39;178,28;201,02;171,49;;;;;;;;;
FLJ20432;75,62;220,46;148,56;141,57;137,56;105,18;;;;;;;;;
ZNF288;78,17;49,79;61,32;82,44;121,48;76,37;;;;;;;;;
KIAA0776;57,99;80,22;78,98;173,82;114,28;78,40;;;;;;;;;
MGC5627;133,56;167,60;109,64;96,30;82,83;78,03;;;;;;;;;
Sep 15;62,24;111,47;82,42;84,01;64,75;51,94;;;;;;;;;
LOC51001;68,49;152,63;80,92;105,31;89,89;67,05;;;;;;;;;
C6orf36;154,50;145,36;160,42;125,50;129,16;204,60;;;;;;;;;
I_1000546;122,20;80,44;63,29;49,60;55,26;64,62;;;;;;;;;
RAMP;83,78;44,36;52,08;86,02;71,82;32,50;;;;;;;;;
GALNT7;98,11;119,26;67,59;49,34;57,64;34,97;;;;;;;;;
CBR1;79,26;129,48;102,36;116,88;89,48;59,74;;;;;;;;;
I_1100717;51,46;78,69;64,50;120,21;99,16;70,09;;;;;;;;;
PPM1G;116,51;74,66;53,81;89,04;110,35;78,30;;;;;;;;;
NAT1;105,71;203,16;156,15;123,67;102,41;102,37;;;;;;;;;
KIAA1041;71,40;31,64;44,43;75,11;67,78;54,02;;;;;;;;;
I_963636;99,69;100,71;115,69;171,97;134,28;127,46;;;;;;;;;
FBXO3;77,14;113,87;92,30;133,68;116,65;103,12;;;;;;;;;
I_962863;136,32;216,26;241,05;308,28;120,76;190,53;;;;;;;;;
FBXO9;75,63;88,59;65,39;117,68;89,21;87,97;;;;;;;;;
FLJ14840;102,42;112,85;109,35;174,44;106,20;118,71;;;;;;;;;
FUS1;102,35;124,22;158,92;147,34;160,76;129,86;;;;;;;;;
PDCD2;134,35;154,95;84,27;110,13;155,52;129,62;;;;;;;;;
FLJ20641;54,80;65,21;28,68;32,74;39,04;16,82;;;;;;;;;
PDCD6IP;78,04;56,41;36,00;82,09;97,17;64,44;;;;;;;;;
PSCD1;64,82;50,42;70,39;127,29;87,63;70,19;;;;;;;;;
OS-9;77,43;123,26;128,81;164,92;133,22;90,67;;;;;;;;;
LOC51622;68,53;88,01;59,08;130,94;119,04;86,43;;;;;;;;;
LOC124583;108,40;88,79;139,24;114,82;112,45;107,74;;;;;;;;;
IF2;118,10;74,59;53,86;102,43;87,23;76,44;;;;;;;;;
CDH4;158,71;107,40;99,87;51,52;67,44;91,16;;;;;;;;;
HOXD8;81,73;129,83;96,97;116,28;73,66;76,57;;;;;;;;;
LOC112616;135,90;85,93;69,21;56,94;108,31;79,17;;;;;;;;;
LOC51195;86,23;129,03;107,43;162,82;100,09;112,89;;;;;;;;;
S100A11;131,28;104,81;140,99;107,23;189,50;203,96;;;;;;;;;
I_1100097;82,39;90,92;71,17;117,98;104,47;89,76;;;;;;;;;
FLJ10971;71,88;37,42;59,77;84,26;83,45;77,33;;;;;;;;;
NSBP1;73,77;130,71;107,59;167,79;97,64;86,68;;;;;;;;;
CML66;59,80;41,23;37,36;66,42;68,29;44,41;;;;;;;;;
DUSP14;104,20;191,81;206,34;167,71;237,44;158,43;;;;;;;;;
I_1100456;58,14;52,13;39,54;80,46;75,38;40,80;;;;;;;;;
IF2;125,67;79,11;56,75;100,85;92,67;79,80;;;;;;;;;
KIAA1608;106,42;93,18;65,99;54,08;53,84;39,14;;;;;;;;;
PRKWNK1;111,28;52,07;43,11;55,82;65,36;55,08;;;;;;;;;
DKFZp570I0164;81,31;122,84;108,99;120,37;84,21;87,10;;;;;;;;;
SLC4A1AP;116,68;90,13;93,11;140,61;125,62;127,30;;;;;;;;;
PELO;92,59;168,13;141,29;162,65;136,13;111,93;;;;;;;;;
FXYD5;154,52;102,83;122,10;88,57;100,10;111,97;;;;;;;;;
FLJ12704;140,25;265,71;156,44;115,60;113,92;99,97;;;;;;;;;
OAT;67,98;163,32;104,76;116,66;108,51;95,33;;;;;;;;;
ADCY8;55,46;14,54;20,72;25,56;30,51;16,41;;;;;;;;;
ARHD;95,44;90,01;104,41;67,75;101,38;108,83;;;;;;;;;
ADPRT;97,13;92,88;48,29;80,82;70,67;45,51;;;;;;;;;
GRIPAP1;108,69;92,81;96,98;137,11;136,68;109,28;;;;;;;;;
FLJ11175;74,90;32,47;38,41;39,48;73,05;34,37;;;;;;;;;
GTSE1;89,19;60,29;56,47;59,06;49,62;51,92;;;;;;;;;
I_1212867;62,87;67,47;25,14;47,42;62,78;36,85;;;;;;;;;
NSBP1;79,73;131,73;127,09;156,53;105,62;87,36;;;;;;;;;
I_966931;119,75;112,40;119,65;162,10;141,81;134,78;;;;;;;;;
DGKG;72,83;43,99;69,92;75,39;105,13;66,65;;;;;;;;;
OAZIN;95,96;61,13;54,79;88,04;81,21;50,32;;;;;;;;;
LOC51082;112,68;74,25;79,43;166,91;107,59;106,89;;;;;;;;;
NAF1;110,19;72,71;83,88;84,44;96,16;109,24;;;;;;;;;
ZNF-U69274;46,09;118,29;146,21;161,64;126,50;91,33;;;;;;;;;
MDH2;172,31;143,82;174,58;132,97;222,37;217,05;;;;;;;;;
GPSN2;203,66;120,25;190,65;124,86;152,89;183,89;;;;;;;;;
KIAA0107;67,58;106,75;142,11;85,65;117,12;147,27;;;;;;;;;
HT010;77,56;84,66;65,81;114,54;116,22;82,49;;;;;;;;;
MGC19556;140,87;71,01;51,92;73,30;95,20;67,48;;;;;;;;;
I_928894;96,71;109,51;125,32;92,12;102,01;125,67;;;;;;;;;
POP4;92,99;135,71;138,37;147,13;96,26;98,77;;;;;;;;;
WDR6;145,73;111,65;125,13;176,82;178,66;153,90;;;;;;;;;
ANKH;105,55;103,23;89,94;55,22;89,33;71,05;;;;;;;;;
LOX;55,55;51,95;43,13;57,97;43,49;34,93;;;;;;;;;
KIAA0678;103,73;76,19;40,15;60,52;65,09;55,44;;;;;;;;;
UBE2D3;119,79;83,74;63,58;63,93;66,20;58,12;;;;;;;;;
DDX18;79,44;79,08;55,98;109,34;102,35;76,43;;;;;;;;;
ENPP2;134,49;159,66;138,19;88,66;54,02;57,22;;;;;;;;;
CYFIP1;98,15;79,76;50,07;53,06;69,09;51,68;;;;;;;;;
NDUFB9;137,70;134,73;127,70;128,16;143,65;208,73;;;;;;;;;
KIAA1389;67,65;47,83;65,14;85,17;82,85;68,58;;;;;;;;;
I_959718;99,36;84,03;49,76;80,88;57,97;49,34;;;;;;;;;
PRSS1;101,60;102,59;96,80;96,66;115,55;163,90;;;;;;;;;
I_1000209;57,46;113,70;86,57;109,75;66,30;75,98;;;;;;;;;
TMPO;74,58;121,55;77,40;97,96;67,23;42,30;;;;;;;;;
TIMM13;135,62;169,24;133,20;99,26;91,60;86,45;;;;;;;;;
